id,adaptibility,danceability,duration,energy,explicit,happening,instrumentalness,loudness,mode,naturality,positiveness,release_date,reputation,speechiness,tempo,time_signature,total_tracks
X0Jna7a9rvenDfNG,6,72.6,467807.0,76.9,True,0.104,0.0101,-5.086,6,0.0293,0.733,2017-07-14,86,0.123,97.985,4,18
dVdU/DiUnGoezXMb,8,78.2,440003.0,52.400000000000006,False,0.107,0.84,-15.754,6,0.561,0.763,2023-08-18,36,0.0824,104.949,4,9
9kOSpGDeJPiC6pna,6,63.6,393851.0,25.2,False,0.119,0.779,-15.91,6,0.0295,0.672,2018-09-17,45,0.0563,77.938,4,1
kC+DgVttldvUGaRA,2,20.9,854537.0,30.8,False,0.107,0.927,-31.196,6,0.817,0.106,2023-03-03,38,0.0353,80.498,3,1
sD2cFOIUQEcBeanv,9,65.4,589559.0,68.5,False,0.125,3.01e-06,-9.138,6,0.355,0.422,2023-10-20,38,0.0283,,4,11
bdui0LsIUFuPJnoY,0,72.8,462671.0,25.3,False,0.133,1.11e-05,-11.854,6,0.887,0.457,2015-12-11,67,0.0304,140.923,4,11
8tdl19QHWV51iS0k,5,54.900000000000006,294197.0,74.8,True,0.364,2.96e-05,-6.616,5,0.0492,0.353,2023-08-18,60,0.047,,4,12
+0Mp60NNJHjAA0jm,5,68.10000000000001,402005.0,37.2,False,0.169,0.0,-11.474,6,0.64,0.476,2017-11-03,87,0.0432,91.873,4,14
ADGSxkNMrp/0G5KU,7,55.7,492271.0,77.4,True,0.396,0.0,-5.550000000000001,5,0.012,0.397,2023-07-28,91,0.351,111.975,4,19
hPusphByAfq1jnpd,2,30.3,385925.0,90.0,False,0.11,0.635,0.2960000000000002,5,0.0277,0.491,2012-01-01,78,0.0574,149.508,4,12
3cxc9jmZ/sTVcUgI,11,59.4,480005.0,91.6,False,0.0854,0.635,-3.3160000000000007,6,0.000585,0.32,2015-08-21,51,0.0331,140.011,4,7
F0hUBRrkIus0vRvG,7,75.4,397951.0,44.9,True,0.552,8.29e-05,-13.422,6,0.0332,0.357,2018-06-29,87,0.109,77.169,4,25
TbVGAGiK4SdWmG2L,9,70.89999999999999,370655.0,75.7,False,0.104,0.0,-4.481999999999999,5,0.0548,0.834,2023-02-09,34,0.0255,109.965,4,1
q426rs5n8Dvj/d6i,6,64.9,416937.0,88.8,False,0.0888,2.23e-06,-4.614000000000001,6,0.013,0.553,2004-04-05,77,0.0293,100.975,4,16
4AK6tfPx6z7mABhT,7,30.9,612885.0,64.9,False,0.367,0.00591,-12.988,6,0.0158,0.312,1994-10-03,86,,166.915,4,18
RU8lkEP+zZ4trSli,7,59.2,231363.0,45.7,False,0.17,7.2e-06,-11.675999999999998,6,0.368,0.745,2023-09-08,47,0.0809,131.483,4,1
IUYwD/dCpwjv7NQJ,6,84.3,409205.0,78.0,False,0.0819,0.00086,-9.364,5,0.0836,0.652,2023-05-11,70,0.212,134.962,4,2
gjfxAakDOjOaeWMz,9,61.5,472831.0,53.400000000000006,False,0.0607,1.76e-05,-8.438,5,0.106,0.193,2017-11-10,92,0.0386,,4,15
QMi1ejONSBI0pVPZ,6,27.0,510465.0,,False,0.525,0.0247,-4.09,6,3.28e-05,0.325,2018-05-04,64,0.0866,99.731,3,10
otWJyjMu4pWJ5uKX,0,64.1,494027.0,50.9,False,0.11,6.8e-06,-11.97,6,0.15,0.432,2023-10-18,51,0.028,83.058,4,1
ZjDidf+GBz7jb1Lc,1,39.2,535197.0,47.6,False,0.309,0.000163,-10.166,6,0.397,0.234,1973-01-05,86,0.0249,78.031,4,8
3mGOZVL/GgXvCg5q,11,38.5,651205.0,43.3,False,0.11,7.07e-06,-13.512,6,0.241,0.427,1994-01-01,71,0.0435,89.974,4,14
UzfuSjGbxI3iaIbq,6,61.7,259205.0,47.0,False,0.151,0.526,-21.6,5,0.401,0.427,2023-09-29,53,0.0298,75.008,4,1
2DL0dwgnuPrTSqxR,6,78.9,338271.0,41.1,False,0.144,0.583,-24.46,6,0.409,0.39,1997-01-01,62,0.049,104.352,4,50
PWmPQGA0sDP3FdSJ,6,77.4,462223.0,61.1,False,0.116,0.0,-9.154,6,0.108,0.808,2023-10-20,64,0.126,100.011,4,1
i9DcfMqZ9cdgljmZ,0,71.0,388485.0,31.8,False,0.169,0.00038,-12.896,5,0.867,0.58,1960-01-01,58,0.0432,126.05,4,10
VTXMXmwWJ+eLwJKv,2,39.8,373337.0,68.8,False,0.746,0.0136,-13.553999999999998,6,0.561,0.274,2023-10-17,42,0.0601,135.126,4,1
caM3XAHYuRLDmuEW,11,45.2,461311.0,91.5,False,0.0709,0.000188,-2.672,6,9.51e-06,0.522,2011-05-06,42,0.0355,104.995,3,11
XGnKSuvbL6SHs161,5,81.39999999999999,427657.0,79.10000000000001,False,0.0281,3.04e-06,,6,0.0405,0.899,2020-12-11,46,0.0493,118.994,4,2
pUfQGWJkxubhBrRP,10,40.7,928003.0,55.8,False,0.346,0.000314,-11.222,6,0.387,0.184,2023-09-15,32,0.0617,118.696,4,14
EN+8qzHEeX/5Vjh5,4,71.0,432671.0,54.50000000000001,False,0.0644,0.0,-14.198,6,0.483,0.632,1995-07-01,62,0.0588,140.233,4,12
QQ1ZIlp4D5Vm8Dz7,2,25.6,409111.0,,False,0.491,0.0,-4.218,5,0.123,0.178,2023-10-27,0,0.193,,4,10
mtwjYTgBennV3QF2,9,36.8,388245.0,,True,0.347,0.0,,6,1.03e-05,0.175,2019-07-26,50,0.21,138.894,4,10
WyTy+22HWqAJ71za,2,66.8,457233.0,57.9,True,0.107,0.0,-9.596,5,0.654,0.692,2023-09-22,40,0.493,129.758,4,16
CfBGQ/fdoZ8/shKP,6,67.9,549165.0,94.6,False,0.199,9.17e-06,-2.406,6,0.67,0.853,2018-02-02,29,0.0827,109.869,4,13
6XAfJKEbHU2K8Hch,4,64.3,476575.0,98.5,True,0.311,0.000965,1.3039999999999998,5,0.0152,0.182,2022-01-06,60,0.41,140.029,4,1
Ef/Fq/LHndlrtu7R,0,72.0,529167.0,85.7,True,0.404,0.129,-7.708,6,0.0993,0.868,2023-06-02,42,0.111,120.022,4,17
1OjZL41xdR4v/JXX,7,53.5,348005.0,38.8,True,0.11,0.0,-14.61,5,0.507,0.412,2021-12-03,73,0.155,106.703,5,1
VP5YgfEJH7BwxohY,1,62.3,428279.0,94.7,False,0.279,0.788,-1.694,6,0.00598,0.457,2014-06-10,41,0.25,164.029,4,2
BC4HyceR1lpl824r,7,34.5,554937.0,78.5,False,0.124,0.00813,-4.978,6,0.00165,0.184,2006-07-03,63,0.0437,175.963,4,11
Pv3WUsVd9yZ8Jrc9,9,37.2,836937.0,50.0,False,0.943,0.0868,,6,0.221,0.441,1999-01-01,31,0.128,183.251,3,25
8Y1uLj041fNoZrGZ,9,58.2,288857.0,30.2,False,0.0931,0.0107,-18.248,6,0.947,0.642,2003,47,0.0353,94.288,4,16
kOSMw/qCp4xhw0WK,6,50.5,462535.0,62.7,False,0.0755,7.4e-05,-10.702,6,0.423,0.296,2021-02-26,64,0.0273,141.881,4,10
CcW995Qr1BfAhZnU,7,29.5,483471.0,20.7,False,0.309,1.5e-06,-24.168,6,0.745,0.169,1974,52,0.0381,121.33,3,10
rmFogMFKTI11GP9s,2,,,12.7,False,0.115,0.914,-30.464,5,0.743,0.146,2023-10-06,36,0.0432,84.745,4,3
qx8ylxf4S4KOmmPh,11,46.6,372671.0,94.5,False,0.054,0.0,-3.039999999999999,5,3.95e-05,0.314,2023-07-10,56,0.132,91.49,4,1
ibOTQJgOzPMbGurX,10,71.1,423471.0,67.4,False,0.0641,0.0,-2.1180000000000003,6,0.0947,0.253,2023-08-04,78,0.0317,95.0,4,1
Q+JC2TonGdUblB7w,4,51.2,483605.0,96.8,True,0.464,0.000102,-0.4340000000000001,5,0.00575,0.407,2023-09-22,48,0.0932,125.025,4,10
wHRVJg05/MrD6bZN,1,78.9,253719.0,76.3,True,0.132,2.22e-05,-7.337999999999999,6,0.123,,2023-07-21,85,0.199,,4,11
XQaFZq50ev+P8qws,5,85.8,258851.0,,False,0.12,0.928,-21.574,6,0.547,0.323,2023-10-27,0,0.13,155.988,4,1
MOzCPbrLXSJ/ag7C,10,36.6,226929.0,11.3,False,0.106,0.877,-49.88,5,0.96,0.0649,2023-05-19,36,0.0503,71.93,4,21
xMLHNBLhEMCDRScz,10,81.3,428511.0,70.1,False,0.0962,0.0,-3.856,6,0.178,0.758,2020-06-26,54,0.045,110.006,4,7
yyeMMK+0/m2bhuFS,7,31.3,644565.0,70.7,False,0.0949,0.00237,-4.5440000000000005,6,0.227,0.537,2018-06-15,43,0.0363,175.158,3,15
MICzjEhJwjSnvrOi,1,56.99999999999999,429977.0,70.39999999999999,False,0.0905,0.455,-11.64,6,0.0104,0.437,2011-09-12,48,0.0314,115.041,4,11
DxSWBWK+r5FhPbsB,5,84.7,432699.0,43.4,False,0.087,0.0673,-7.948,5,0.0226,0.293,2023-09-01,81,0.0382,129.967,4,1
f4j8hLryLZoF55wQ,7,40.8,545335.0,95.3,False,0.338,0.0,-2.766,6,0.00532,0.291,2016-06-03,68,0.226,177.94,4,1
ozMMdc6br1J6dKiK,8,77.5,512857.0,73.1,False,0.129,0.0,-5.892,6,0.189,0.821,2006-12-26,61,0.134,131.105,4,13
eVez3aXIS43sE7aH,6,64.60000000000001,329245.0,46.6,False,0.0695,0.000319,-17.538,6,0.553,0.707,2023-09-07,37,,78.028,4,1
zRx1iMgwCRCjQpVK,2,45.4,469605.0,82.0,False,0.115,0.000969,-3.3859999999999992,6,0.132,0.575,2010-11-02,80,0.0567,166.303,4,18
Vi4nNGfX60x5V/Ad,6,55.3,433147.0,86.8,False,0.0934,0.0359,-3.372,5,7.35e-05,0.5,2019-07-19,60,0.048,140.054,4,10
XH4/HOrlkfZrnoUw,0,62.3,370387.0,,False,0.101,0.0538,,6,0.00941,0.63,2023-08-11,61,0.0727,110.972,4,14
8uPu9+8DZVtgF4sa,4,66.4,471897.0,60.2,False,0.356,0.0,-5.738,5,0.0529,0.289,2016-04-01,73,0.0412,134.049,3,15
LxwmTKYSd5Sxq9fD,1,63.0,431097.0,88.5,False,0.206,1.37e-06,-6.348000000000001,6,0.000397,0.289,2017-06-02,65,0.0406,110.072,4,12
w3isg5wRiFMOXSq7,0,50.6,482053.0,82.19999999999999,False,0.31,0.0,-1.6959999999999995,6,0.179,0.738,2018-08-17,47,0.282,203.276,4,16
1VkbUWrG5W1/RlQW,10,68.30000000000001,540067.0,21.9,False,0.116,0.0604,-19.508,5,0.438,0.151,2020-11-30,49,0.0472,139.468,3,7
6mi65KRPIQGnSebk,6,78.0,293587.0,42.0,True,0.118,1.48e-05,-13.436,5,0.0314,0.0952,2023-09-08,69,0.1,99.024,4,7
PcO3SDxIOcKPR+Q7,2,42.2,553125.0,69.6,True,0.14,4.5e-06,-5.84,6,0.00708,0.641,2018-03-09,38,0.0482,153.369,4,13
j9geNk9yY84F8MKJ,6,49.7,332005.0,57.7,False,0.162,0.00117,-11.606000000000002,5,0.355,0.552,2023-05-30,39,0.0385,,4,1
jrYrfgDrHAG8Ib5l,7,57.1,519307.0,74.7,False,0.116,0.0,-4.318,6,0.478,0.635,2020-08-07,66,0.17,106.253,4,19
H2F1+YHF2iCeT6r7,9,79.10000000000001,429697.0,86.2,False,0.0814,2.19e-05,-1.4800000000000004,5,0.037,0.592,2018-04-06,87,0.11,123.994,4,1
2hv5romJEoXuAS0I,2,68.60000000000001,404005.0,65.0,False,0.192,0.0,-7.958,5,0.156,0.53,2023-04-07,45,0.246,120.043,4,1
5cd4OSiV7PCSMJTK,0,40.0,209551.0,29.1,False,0.16,0.0,-18.994,6,0.61,0.458,1961,48,0.0438,130.502,4,12
+AkZzw6DhW6542Uf,11,71.1,339999.0,48.3,False,0.0284,0.012,-17.422,6,0.434,0.884,1967-01-01,62,0.0298,91.652,4,11
Q2hF0kHsWYbLdlJe,6,68.10000000000001,327615.0,42.8,False,0.228,0.306,-6.369999999999999,5,0.173,0.715,2017-03-15,41,0.0636,172.248,4,16
Xil16TvDZqi/dp6C,5,72.39999999999999,343533.0,44.0,False,0.13,0.000528,-11.214,5,0.205,0.435,2023-09-28,25,0.0529,101.988,4,1
tLyNLsF/mrNwEloI,3,56.00000000000001,436031.0,93.6,False,0.161,0.0,-6.67,6,0.00847,0.371,2011-09-02,81,0.0439,112.96,4,12
DNRHSX0R13TSGDpa,5,60.3,344537.0,69.1,False,0.583,0.0,-6.609999999999999,6,0.0248,0.577,2022-03-31,78,,147.148,4,1
dD5ec489YN8J/roT,9,53.7,449391.0,84.0,False,0.0998,2.15e-06,-4.252000000000001,6,0.2,0.211,1999-02-23,74,0.0363,124.269,4,12
gWz/Gp8+rctER2p+,8,19.6,461875.0,90.4,False,0.145,0.765,,6,0.0109,0.253,2023-02-10,43,0.0782,179.975,4,12
lZj/b16id1+VDEog,7,67.30000000000001,579497.0,61.4,True,0.139,0.0,-5.852,6,0.0782,0.362,2008-12-11,69,0.103,176.052,4,15
qKbF8dUNuxU4O1mo,6,63.3,266457.0,4.35,False,0.109,0.953,-44.91,6,0.898,0.0817,2023-08-27,54,0.038,110.057,4,1
dyifRxDTQr/KADQh,0,,346921.0,63.0,True,0.299,0.0,-4.93,5,0.174,0.444,2023-04-14,59,0.394,158.165,4,1
vB1tpYsiOTOCx/t7,5,82.19999999999999,419071.0,,False,0.0496,0.0,-3.064,5,0.123,0.674,2007-01-01,66,0.241,128.014,4,15
U6G6zgqtHjqQEuYY,8,65.8,243765.0,70.89999999999999,False,0.0657,0.00447,-8.472,6,0.00188,0.855,2000-10-23,70,0.0904,129.701,4,18
1zs8Cz5DzoV97qnD,2,32.4,415285.0,,False,0.105,0.934,-51.496,6,0.99,0.126,2020-04-17,70,0.0476,85.297,4,1
B4xXp2TKxC1Dcc6S,5,62.3,512005.0,44.9,False,0.0613,0.0,-21.666,6,0.212,0.572,1989-01-01,81,,84.383,4,12
/4UTlQjyK8DVLFBn,9,63.8,339517.0,15.9,False,0.123,0.933,-22.928,6,0.922,0.282,2021-10-03,40,0.0591,81.993,4,2
QJzApKL4/RvbOQ9G,5,32.0,537459.0,90.4,False,0.143,1.41e-05,-6.878,5,0.000248,0.214,2019-04-26,47,0.0779,165.198,4,5
/bZPVDx6OiZb0ZoN,4,39.900000000000006,538289.0,99.3,True,0.106,4.75e-05,0.4340000000000001,5,0.0113,0.0385,2021-06-16,41,0.202,140.086,4,1
IuhMN27EvxnTJ5kk,7,34.1,499071.0,95.4,False,0.0308,0.0234,-4.49,5,1.24e-05,0.23,2017-03-31,48,0.082,161.858,3,11
DW5wQWRdaIvB/mrS,9,80.7,311447.0,35.4,False,0.186,0.713,-10.108,6,0.15,0.602,2023-06-23,81,0.0321,78.964,4,3
sCCXLj7LXIFF5oBM,0,63.0,468393.0,83.0,False,0.123,0.0,-9.028,5,0.0743,0.79,2022-04-15,32,0.0619,102.638,4,4
o1SlBfRH/wpwHV5n,1,46.6,211753.0,96.6,True,0.534,7.21e-05,-14.760000000000002,6,0.0258,0.21,2023-03-10,36,0.0905,131.894,4,1
tplC3ZF+yu13RsnN,3,56.8,300991.0,51.2,False,0.0941,1.14e-05,-19.446,6,0.822,0.892,2010-10-05,35,0.0764,177.144,4,21
zZ2FYWBt5u3atM+6,8,88.1,274413.0,84.2,False,0.116,0.146,,5,0.0245,0.698,2023-09-22,50,0.135,126.031,4,1
Ir3GgCMzgvjiFyst,10,65.10000000000001,402847.0,60.1,True,0.0882,0.0,-5.194000000000001,5,0.39,0.512,2017-10-31,66,0.0497,133.954,4,45
zili6nQBoCHhV3nM,11,72.2,402325.0,75.8,False,0.308,0.0,-3.9540000000000006,5,0.0111,0.62,2010,74,0.0471,128.047,4,14
JNqADqF/Q0XgVMIG,4,30.1,446121.0,95.7,False,0.555,0.0,-2.33,5,0.0121,0.452,2023-08-25,33,0.0671,170.076,4,1
3MJ40fcS2fSpFRv2,3,45.4,585045.0,34.599999999999994,False,0.0908,0.00234,-14.48,6,0.963,0.665,1988-11-15,31,0.0549,74.918,4,12
P9O6c8wfJUstCnCU,0,57.8,283337.0,17.2,False,0.11,0.0,-17.844,6,0.675,0.421,2023-06-16,50,0.0491,141.757,3,1
S/jqja0pXcYA3/vd,10,82.1,504751.0,72.1,False,0.0664,7.37e-06,-15.802,5,0.0816,0.885,1976-09-28,67,0.0515,105.866,4,21
gJteL6yOLdjf4YZm,2,86.9,322715.0,29.8,True,0.0753,0.0,-19.152,6,0.2,0.178,2022-05-26,70,0.386,77.47,4,1
ILM5lUGHbmPsQ7Ym,3,52.1,386475.0,91.3,False,0.155,0.00104,,5,0.0116,0.224,2023-06-16,63,0.0339,136.019,4,1
L/mvogXRhaP4nBmQ,0,54.8,606031.0,86.5,False,0.457,0.000449,-5.65,6,0.00171,0.61,2017-07-28,63,0.0302,116.046,4,13
5cUpds6cIReRTcek,7,79.7,344137.0,55.2,False,0.0806,0.00132,-24.72,6,0.117,0.967,2010-09-20,41,0.0303,104.988,4,14
0fdOtwVkxUy0yI9h,6,86.0,713971.0,96.2,False,0.051,0.744,-6.417999999999999,6,0.0468,0.967,2023-01-27,31,0.0399,120.005,4,1
nJdlJbwxIUEnuod5,8,57.7,253719.0,48.0,True,0.117,0.0,-11.218,6,0.632,0.449,2023-04-13,59,0.348,139.31,5,1
wbPE9QouuTrJlR0e,11,85.0,284879.0,,True,0.12,0.0,-6.846,6,0.0063,0.616,2023-06-02,70,0.275,155.039,4,20
JntRqXOwrPiibTE4,5,35.0,845285.0,60.7,False,0.116,0.446,-17.282,5,0.794,0.597,1974,55,0.0498,187.101,4,7
bqrBd+WclM9cZgG8,4,31.3,569161.0,72.7,True,0.101,0.00838,-7.208,6,0.37,0.273,2020-08-12,52,0.0996,149.867,4,4
lfZ1LgS45xO+8RFV,1,79.7,529657.0,26.6,False,0.0969,0.0368,-22.516,6,0.289,0.683,2021-08-20,66,0.0415,92.011,4,12
8QOqJLBChBkIchtu,10,,391435.0,27.800000000000004,True,0.0707,0.0,-19.554,6,0.834,,2023-09-22,35,0.0375,82.062,4,1
pg3hGpGypy/K2Fx+,3,11.0,366321.0,9.78,False,0.105,0.894,-47.03,6,0.983,0.0388,2017-11-22,45,0.0455,75.573,3,2
E7csh1BNjJYGTtYw,10,63.6,814725.0,51.9,False,0.139,0.0962,-15.702000000000002,5,0.318,0.518,2011-04-10,14,0.0455,74.611,4,10
odpGoTRPDDD/7aOl,4,9.33,433573.0,12.1,False,0.18,0.783,-36.72,6,0.0312,,2022-08-26,11,0.0379,89.033,4,1
wfJe+wzws9XqguFo,3,45.8,331523.0,70.3,False,0.256,0.0106,-8.61,5,0.0182,0.39,2023-05-26,56,0.0513,167.904,4,12
MtpmeyhMK/5Qw5fr,9,24.1,392519.0,93.5,True,0.0592,0.00653,-7.635999999999999,6,0.000197,0.204,2022-12-02,41,0.113,155.028,4,1
eQnvQF+U49AnM/jT,1,77.5,448165.0,61.1,False,0.064,2.08e-05,-8.854,6,0.13,0.893,2004-01-26,37,0.224,84.003,4,13
dm7icQKYkTFMY/eY,4,61.9,451257.0,57.9,False,0.0858,6.4e-05,,6,0.0152,0.69,1978-06-06,74,0.0473,127.224,4,9
SItTgcLdozqCUnta,8,76.6,439389.0,28.3,True,0.115,0.0172,,5,0.111,0.144,2017-03-18,84,0.0846,97.04,4,22
iCftov+wblrxn2Kg,10,81.69999999999999,544229.0,44.0,True,0.33,1.42e-06,-11.964,5,0.0603,0.544,2023-04-07,86,0.0734,142.024,4,1
5kzWeYeQ4LkdvjEt,4,76.9,634645.0,58.6,False,0.11,0.0243,-7.093999999999999,5,0.45,0.882,2005-09-01,44,0.0412,93.374,4,13
v1IZM+ZC0t3DNnxr,2,73.2,365459.0,72.3,False,0.0674,0.0,,5,0.182,0.601,2023-04-06,36,0.0511,110.027,4,1
gDdKCvEJZ0TeFtyf,9,36.7,574805.0,44.5,False,0.163,0.00284,-22.23,5,0.0478,0.149,1986,64,0.0286,67.197,4,10
qHWORrem28ur/o3f,7,92.3,316449.0,22.8,False,0.0987,0.931,-19.836,6,0.78,0.503,2022-08-12,58,0.0634,124.98,4,1
r8GSfYUMSS83GDek,1,56.8,451417.0,55.8,True,0.145,0.000133,-13.194,5,0.316,0.688,2023-10-12,43,0.266,107.45,3,12
SwtkD0n0R5RNNUsH,4,40.3,499899.0,98.9,False,0.283,0.629,-2.234,5,1.04e-05,0.267,2023-10-27,0,0.0979,105.045,4,9
k0eOXB5FHEzik9JD,2,53.1,234709.0,9.54,False,0.111,0.928,-30.086,5,0.923,0.0398,2022-09-15,43,0.0315,67.966,4,3
ATko1OP55PhrZC6L,2,29.1,431845.0,40.0,False,0.259,1.86e-05,-16.23,6,0.145,0.0935,2012-01-01,60,0.0306,83.112,1,11
wPn3WOaFYX4u9xSs,1,50.3,454885.0,98.1,False,0.194,9.06e-05,-6.401999999999999,6,0.000682,0.34,2020-07-03,61,0.0936,124.91,4,11
Rm/LPJEnb2NPcD6W,5,28.5,467205.0,81.2,False,0.0823,0.0303,-0.1440000000000001,5,0.127,0.0388,2022-08-26,50,0.0596,149.431,4,1
ei7SMpTNYcBHlnFf,2,82.39999999999999,338311.0,86.2,False,0.303,0.000132,,6,0.0076,0.801,2021-01-15,81,0.126,122.98,4,1
nMDDsJSz2vwCop5z,7,74.5,262485.0,64.2,True,0.0658,0.0,-7.513999999999999,5,0.0204,0.226,2019-08-30,84,0.287,179.974,4,18
FCKPlr1yksJl8tvm,5,73.3,430991.0,66.3,False,0.0694,6.98e-06,-6.532,6,0.101,0.53,2018-02-23,66,0.0322,127.974,4,13
U9xH/e9WrIaht8wF,5,63.8,223285.0,47.4,False,0.105,0.191,-20.4,5,0.351,0.441,2016-11-25,81,0.124,179.771,4,18
efkl5jatJW9MdFFF,1,57.4,335625.0,79.10000000000001,True,0.0982,0.0,-2.504,6,0.419,0.612,2020-05-08,69,0.11,119.537,4,15
Xw1xGy//3qU97QbZ,0,67.7,434191.0,45.4,False,0.115,0.00297,-10.774,5,0.826,0.592,2020-01-09,49,0.242,91.871,4,1
/tkPgUP6+A71MVtL,3,67.2,497523.0,46.8,False,0.114,7.15e-05,-8.36,5,0.776,0.21,2023-10-13,38,0.0281,120.122,4,10
CHQ5wI5SkYIuEnB1,7,89.8,452485.0,27.1,False,0.0461,0.00138,-19.476,6,0.0135,0.742,1986-03-31,76,0.091,111.485,4,12
PyjHC56iPlltJNLY,1,88.0,499857.0,53.900000000000006,True,0.141,0.00158,-12.771999999999998,6,0.0538,0.433,2023-07-07,37,0.0909,98.011,4,2
KbUYA+xAAP1NOyKL,5,67.7,478637.0,48.5,False,0.0766,2.04e-05,-6.59,6,0.529,0.493,2014-05-26,87,0.0361,82.001,4,10
x783hcHpfK/cpI6P,10,79.3,383137.0,73.8,False,0.0627,0.00452,-2.832,6,0.0904,0.907,2022-04-20,37,,,4,1
xmy0C60BE3gkswKs,7,52.7,435205.0,90.6,False,0.14,0.000277,-4.795999999999999,5,0.000246,0.0435,2023-09-29,55,0.07,149.94,4,1
Idummycc3lCHwBOR,5,74.6,342537.0,60.1,False,0.0817,5.5e-06,-14.898,6,0.755,0.925,1999-10-04,35,0.0366,139.361,4,139
WO527VAt5hL5mFoG,9,18.9,741737.0,39.0,False,0.122,0.000152,-23.994,5,0.257,0.32,1990-01-01,68,0.0353,169.563,3,12
q4HAmcbHUV/bbxR3,6,67.7,372005.0,93.2,False,0.384,0.486,-7.336,5,0.0566,0.952,2023-04-21,53,0.0368,122.006,4,1
wiUupNCQ0xBiJ2r6,10,82.69999999999999,366591.0,45.2,False,0.0913,0.000184,-11.707999999999998,5,0.0437,0.922,2002-01-01,51,0.0355,83.817,4,19
2KMgbV3uDepvOR1J,11,77.9,154787.0,73.2,False,0.353,0.0,,6,0.381,0.948,2023-09-29,54,0.128,137.874,4,13
4sLvFPQLlzuehm5f,9,66.7,262805.0,3.55,False,0.113,0.933,-39.3,5,0.833,0.0399,2023-04-07,52,0.0371,108.033,4,1
yHLh7/OlqzE6Xfoe,4,,382375.0,63.2,False,0.139,0.0,-2.686,6,0.6,0.455,2023-08-18,85,0.0475,147.06,4,14
2VKK8u6OeB/LYW/Y,5,84.7,346703.0,27.500000000000004,True,0.0737,0.0,-7.880000000000001,6,0.61,0.764,2019-09-20,65,0.113,85.007,4,6
OdaI3lB0TBau+ofh,2,56.8,266553.0,91.9,True,0.443,0.0,0.5880000000000001,6,0.0711,0.14,2022-09-09,55,0.0755,129.802,4,13
CG/ZPp1bG495IOIi,1,35.9,335709.0,89.9,False,0.232,0.0,-1.5860000000000003,5,0.00441,0.342,2023-03-24,32,0.0592,162.944,4,3
iY36y3n76KboDT4d,5,48.8,612457.0,5.27,False,0.0882,0.911,-49.662,6,0.971,0.193,1963-01-01,63,0.0478,49.689,4,18
BrB4dK5S3CaxkZVt,3,,384445.0,36.5,False,0.22,0.000194,-17.596,6,0.897,0.59,2020-06-19,44,0.185,81.743,5,1
I0DDyFKGWONPUgvP,7,49.4,343609.0,84.5,False,0.0827,0.0,-0.6159999999999997,6,0.0694,0.681,2023-02-17,47,0.0587,183.981,4,1
HNwhv3VMpdsoME85,9,38.5,331977.0,,False,0.0905,0.915,-58.122,5,0.993,0.0714,2023-10-20,44,0.0429,64.729,3,5
dsGbPJVhZpHaJmN8,2,22.0,268005.0,27.200000000000003,False,0.116,0.977,-29.96,6,0.954,0.0385,2022-05-27,46,0.0326,91.731,4,13
BXmVMrYV+CSH+qAI,2,50.8,432111.0,83.39999999999999,False,0.0732,0.0,-7.41,6,0.0183,0.774,1984-11-05,85,0.0386,139.131,4,32
B45r70TxR2iMlkjT,7,45.0,364165.0,29.4,False,0.108,3.53e-05,,6,0.832,0.146,2013-08-20,46,0.0318,141.148,4,40
FhXktxgTQMEck7Mu,9,58.1,527009.0,13.2,False,0.109,0.8,-29.06,5,0.947,0.34,2023-08-25,33,0.0532,103.449,4,9
aRs8rJn203oTx/41,7,42.5,713257.0,4.69,False,0.137,0.0,-32.224,5,0.955,0.154,1957-02-25,63,0.0354,135.335,4,19
sMXtCMCll2pXEV6Q,4,34.7,521745.0,43.7,False,0.133,0.91,-19.982,5,0.429,,2023-07-07,33,0.0424,82.603,3,7
uSPNsq1XbEBpx/Gj,7,56.89999999999999,394245.0,63.8,False,0.0848,0.0,,6,0.000547,0.438,2016-06-10,69,0.0291,144.042,4,13
FXEx8t0AzJjwBE7F,9,56.3,362005.0,54.2,False,0.355,3.59e-05,-16.724,6,0.706,0.785,1989-01-01,57,0.0962,133.285,4,16
hxbky/Xd/rJW3yNA,1,81.8,451971.0,80.30000000000001,False,0.153,0.0,,6,0.034,0.632,2016-11-17,83,0.0797,106.97,4,9
7cTHV1MCBpQL3ror,0,50.7,440137.0,92.9,False,0.397,1.52e-05,-1.492,5,4.37e-05,0.429,2023-09-08,59,0.0756,101.05,4,17
/OqrqR7z7JQF5DWm,1,79.60000000000001,463871.0,47.7,False,0.12,0.0,-9.322,6,0.314,0.685,2004-03-23,75,0.108,119.928,4,21
kxpae/QHkHGDDIhE,7,52.400000000000006,276005.0,35.099999999999994,False,0.118,0.82,-21.49,5,0.828,0.239,2023-02-07,41,0.0694,159.81,4,1
JNNEV4kSUFVRV0+N,1,71.2,323419.0,40.9,False,0.292,0.493,-18.234,5,0.337,0.149,2023-01-20,42,0.271,163.954,4,1
kLFGrvRDi0AE9SID,5,54.2,650991.0,49.9,False,0.0771,0.0005,-15.846,5,0.407,0.655,1978-06-02,58,0.0671,178.281,4,9
8a3TXtDIeJwlOSvF,2,18.2,834591.0,90.4,False,0.107,0.829,-6.843999999999999,5,0.00211,0.0392,2023-09-29,38,0.105,123.744,4,4
